SentenceID	English	Arabic	SentenceType	Switch Translation	Comment
C-4702	I WANT TO HELP THIS BOY AS MUCH AS YOU DO,	أريد مساعدة هذا الفتى بقدر ما تريده	B-M	أريد مساعدة هذا الفتى بقدر ما تريدينه	
C-4703	I WAS HOPING THAT MAYBE, YOU KNOW, IF YOU'D LIKE,	كنت آمل أن تعرفى ذلك لو أرت	B-F	كنت آمل أن تعرف ذلك لو أرت	
C-4704	I WOULD TAKE A HAND FOR THIS BETRAYAL, BUT YOU NEED IT TO PLAY CARDS.	كنت سأقطع يدك لهذه الخيانة لكنك تحتاج إليها للعب الورق .	B-M	كنت سأقطع يدك لهذه الخيانة لكنك تحتاجين إليها للعب الورق .	
C-4705	I Want you to go home and write out all the lyrics to that song and then Work on them like they're an acting monologue.	اريدك ان تكتبي كلمات هذه الاغنيه ثم اديها كما لو انك تمثلي مشهد ، حسنا ؟	B-F	اريدك ان تكتب كلمات هذه الاغنيه ثم ادها كما لو انك تمثل مشهد ، حسنا ؟	
C-4706	I Was Jealous When You Brought Tatiana Into The Store Yesterday.	( شعرت بالغيرة حين أحضرت ( تاتيانا إلى المتجر بالأمس	B-B		
C-4707	I accept you will direct this money to the purpose he intends.	وأنا أصدق أنك ستوجه هذا المال إلى الأهداف التي يريدها	B-M	وأنا أصدق أنك ستوجهين هذا المال إلى الأهداف التي يريدها	
C-4708	I accidentally came across some photos of your wife.	رأيت بعض الصور لزوجتك بالصدفة	B-B		
C-4709	I accidentally ran to the future. I saw Savitar murder you.	ذهبت للمستقبل بدون قصد ورأيت ( سافيتار ) يقتلك	B-B		
C-4710	I actually have you to thank for that.	أنا فعلا اشكرك على ذلك	B-B		
C-4711	I actually overheard you telling Jamie that you don't talk to your parents much.	أجل ، في الحقيقة لقد سمعتك تخبرين ( جيمي ) أنك لا تتحدثين إلى أبويك كثيرا	B-F	أجل ، في الحقيقة لقد سمعتك تخبر ( جيمي ) أنك لا تتحدث إلى أبويك كثيرا	
C-4712	I actually paged you to watch you walk through the door.	لأشاهدك و أنت تخرجين من الباب	B-F	لأشاهدك و أنت تخرج من الباب	
C-4713	I actually thought you might agree with my theory.	لقد ظننت انك ستوافق على نظريتي	B-M	لقد ظننت انك ستوافقين على نظريتي	
C-4714	I admire poets and I'd very much like to read your work.	القصائد وأود قراءة أشعارك	B-B		
C-4715	I admire your persistence.	انا معجب باصرارك .	M-B	انا معجبة باصرارك .	
C-4716	I admire your... [ sighs ]	. . . . أنا معجب ب	M-N	. . . . أنا معجبة ب	
C-4717	I advise you to give this offer more than a little serious thought.	أنصحك بإعطاء هذا العرض تفكير جاد أكثر .	B-B		
C-4718	I agree with you, Mrs. Ellis, absolutely.	وأنا أتفق معك ، سيدة إيلس ، على الاطلاق	B-F	وأنا أتفق معك ، سيد إيلس ، على الاطلاق	
C-4719	I agree. Also, people don`t know if they can trust you.	أتفق معك أيضا ، و الناس لا تعرف إن كان بإمكانها أن تثق بك	B-B		
C-4720	I agreed to let you join this task force with the promise that family wouldn't be an issue.	لقد وافقت على انضمامك لنا بوعدك أنالعائلة لن تشكلمشكلة .		HARD	
C-4721	I ain't asking you to listen to me.	أنا لا أطلب منك أن تستمع إلي	B-M	أنا لا أطلب منك أن تستمعي إلي	
C-4722	I ain't got a fuckin' clue what you're on about.	ليس لدي أدنى فكرة حول الذي تتحدث عنه	B-M	ليس لدي أدنى فكرة حول الذي تتحدثين عنه	
C-4723	I ain't leaving till you give me some cash.	لن أغادر حتى تمنحني بعض المال	B-M	لن أغادر حتى تمنحينني بعض المال	
C-4724	I ain't shaking hands with you.	انا لا اصافح يدي معك	B-B		
C-4725	I almost caught you when you burned down the Comstock building.	انا كنت سوف أمسك بك عندما أحرقت ( مبني ( كومستوك .	B-B		
C-4726	I almost died finding you, you fucking bitch!	كدت اموت لأجدك ، ايتها اللعينة !	B-F	كدت اموت لأجدك ، ايها اللعين !	
C-4727	I almost fucking choked when they pinned your photo on the board.	لقد كنت مصدوما عندما رأيتهم وهم يقومون بتدبيس صورتك على اللوحة	M-B	لقد كنت مصدومة عندما رأيتهم وهم يقومون بتدبيس صورتك على اللوحة	
C-4728	I almost lose my life You must be careful with me	انا تقريبا فقدت حياتى يجب ان تحترس معى	B-M	انا تقريبا فقدت حياتى يجب ان تحترسي معى	
C-4729	I already kicked your ass.	هزمتك من قبل .	B-B		
C-4730	I already know you're here.	أعرف بالفعل أنك هنا .	B-B		
C-4731	I already said I won't meet you anymore.	لن أقابلك بعد الآن	B-B		
C-4732	I already sent it from your computer.	قمت بالفعل بأرسالهم من كمبيوترك	B-B		
C-4733	I already told my parents that you aren't rich, successful, cultured, educated or anything.	قلت بالفعل والدي أنك لست غنيا ، ناجحة ، مثقف ، المتعلمين أو أي شيء .		HARD	غنيا - ناجحة - المتعلمين
C-4734	I already told you Noel danced for a lot of girls that night.	أخبرتك نويل رقص للكثير من البنات ذلك الليل .	B-B		
C-4735	I already told you it was my girlfriend who got taken, not me!	لقد أخبرتك مسبقا إنها صديقتي التي اختطفت ، وليس أنا !	B-B		
C-4736	I already told you we're not colluding, and you harassing my client won't change that.	بمؤامرة تحت مراقبتي ؟ لقد أخبرتك مسبقا بأننا لا نتآمر ، ومضايقتك لعميلي لن تغير ذلك .		HARD	
C-4737	I already told you, I don't know that.	لقد أخبرتك للتو أنا لا أعرف	B-B		
C-4738	I already told you, they have their vulnerabilities.	لقد أخبرتك بالفعل ، لديهم نقاط ضعف	B-B		
C-4739	I already told you.	سبق وأن أخبرتك	B-B		
C-4740	I already told you.	أخبرتك مسبقا	B-B		
C-4741	I already told you. I told you.	اخبرتكم للتو ، اخبرتكم للتو	B-M!	اخبرتكن للتو ، اخبرتكن للتو	
C-4742	I also added muriatic acid, so your pH is...	أضفت أيضا حمض مرياتيك . . لذلك فإن درجة الحموضة	B-N		
C-4743	I also know that you still can't feel anything in your legs.	أنا أيضا أعرف أنك لازلت لا تشعرين بشيئ في ساقيك	B-F	أنا أيضا أعرف أنك لازلت لا تشعر بشيئ في ساقيك	لازلت
C-4744	I also know that you're not a thief... not with that lofty gaze of judgment,	فأنا أيضا أعرف بأنك لست لصه ليس مع نضرة التعالي تلك في حكمك على الناس	B-S		نضرة
C-4745	I also know you have this bar and your brother and a girl somewhere out there that you care about.	كما أعلم أن لديك هذه الحانة وأخيك وفتاة بمكان ما تكترث لأمرها .	B-M	كما أعلم أن لديك هذه الحانة وأخيك وفتاة بمكان ما تكترثين لأمرها .	
C-4746	I also said you would pay a direful price for any delay...	لقد أخبرتك أنني سوف أنحر عنقك إن استغرقت وقتا أطول	B-B		
C-4747	I also saw you... Dead center three bullets on an ace of spade	كما رأيتك تضع 3 رصاصات في مركز ورقة آص البستوني	B-M	كما رأيتك تضعين 3 رصاصات في مركز ورقة آص البستوني	Bad translation
C-4748	I also told you that I have plans. They can bloody well wait!	حسنا ، كيف يمكن لأي منا أن يفعل هذا لوحده ؟	B!-N		
C-4749	I also want to give you an opportunity to look at your... conscent form you've allready signed but... just in case you wanna see it again before we begin.	أريد أن أعطيك فرصة للنظر غلى إستمارة وقعتها مسبقا لكن فق حالة ما أردت رؤيتها ثانية قبل أن نبدأ	B-S		فق
C-4750	I also want you to examine this video, which was sent to the television station... but was never released to the public.	سوية مع الفيديو الذي لم يعرض ، الذي أرسل إلى محطة التلفزيون		HARD	Bad translation
C-4751	I always forget that you're half Russian.	دائما أنسى أنك نصف روسي	B-M	دائما أنسى أنك نصف روسية	
C-4752	I always got your back.	أنا دائما أحمي ظهرك	B-B		
C-4753	I always knew where you were.	دائما كنت أعلم أين تكون	B-M	دائما كنت أعلم أين تكونين	
C-4754	I always thought I'd be the one to wring your neck.	نعم ، لطالما ظننت أني سأكون من يخنقك من عنقك	B-B		
C-4755	I always thought this was a beautiful island... but with you here, it is even more beautiful.	اعتقدت دائما أن هذه كانت جزيرة جميلة . . . لكن معك أنت وهنا ، تكون جميلة لدرجة أكبر .	B-B		
C-4756	I always wanted you to hold my hand, Lisa.	لطالما أردت أن ( تمسكي يداي يا ( ليسا	B-F	لطالما أردت أن ( تمسك يداي يا ( ليسا	
C-4757	I am Andre Touloux - you have me mistaken.	أنا اندري تولو لابد وأنك أخطأت	B-B		
C-4758	I am a slave, just as you are.	انا عبدة مثلك انت	F-B	انا عبد مثلك انت	
C-4759	I am afraid I didn't drink your medicine.	انني لم اشرب دوائك	B-B		
C-4760	I am as surprised as you that we survived.	إنى مندهش مثلك أننا نجونا		HARD	
C-4761	I am asking you to stretch it a little.	أنا أطلب منك أن التمتد قليلا	B-B		Bad translation
C-4762	I am asking you...	أنا أسألك . .	B-B		
C-4763	I am aware that I must have given you much cause for irritation Your Excellency.	أعلم أنني قد أكون سببت لك القلق جلالتك	B-B		
C-4764	I am aware you had a hand in helping the Hoffans refine this drug.	لقد ادركت أن لكم أياد في مساعدة ( الهوفانيون ) لتنقيح هذا العقار .	B-M!	لقد ادركت أن لكن أياد في مساعدة ( الهوفانيون ) لتنقيح هذا العقار .	
C-4765	I am blaming you for this! Bow, it's your fault!	طبعا ألومك على ما حصل ( بو ) ، إنه خطؤك	B-B		
C-4766	I am calling you. You're probably--	انا اتصلت بك ، ربما أنت . . .	B-B		
C-4767	I am charged to give you a warning.	أتهمك وسأعطيعك تحذيرا	B-B		
C-4768	I am charging you with kidnapping, assault and battery and conspiring with criminals.	اتهمك بالاختطاف والاعتداء والضرب والتآمر مع المجرمين .	B-B		
C-4769	I am comfortable if you choose to believe that.	فأنا أحب أن تصدقوا ذلك	B-M!	فأنا أحب أن تصدقن ذلك	
C-4770	I am communicating with you in telepathy.	أنا أتواصل معك عن طريق التخاطر	B-B		
C-4771	I am fond of you, ándara. This is...	( أنا مغرم بك يا ( أندرا	M-B	( أنا مغرمة بك يا ( أندرا	
C-4772	I am for now-- but you might not be.	انا الى الان ولكنك قد تكونى فى خطر	B-F	انا الى الان ولكنك قد تكون فى خطر	
C-4773	I am forever indebted to your hospitality, batiatus.	أنا مدين إلى الأبد لحسن ضيافتك يا ( باتياتوس )	M-B	أنا مدينة إلى الأبد لحسن ضيافتك يا ( باتياتوس )	
C-4774	I am glad to see you alive.	، سعيد لرؤيتك حيا	M-M	، سعيدة لرؤيتك حيا	
C-4775	I am going to bite your nose right off.	سأعض أنفك فورا .	B-B		
C-4776	I am gonna make you dinner.	سوف أطبخ العشاء لك	B-B		
C-4777	I am gonna make you pay as the lousy dog that you are.	سأجعلك تدفع ثمن حقارتك	B-M	سأجعلك تدفعين ثمن حقارتك	
C-4778	I am gonna see to it you are thrown out of this country.	انني اريد ان ارى ذلك وانتي تلقين خارج هذه البلده	B-F	انني اريد ان ارى ذلك وانت تلقى خارج هذه البلده	وانتي
C-4779	I am gonna take you back through all your past girlfriends then you and I can figure out how you got your head so far up your ass.	ونحاول إكتشاف كل هذا الهراء الذي يلاحقك	B!-B		
C-4780	I am grateful to you, Daisy.	أنا ممتنة لك ، " ديزي "	F-B	أنا ممتن لك ، " ديزي "	
