B-18085	When did you and DI Hardy first start having an affair?	منذ متى بدأتي أنت و المحقق ( هاردي ) بالعلاقة الغير شرعية ؟	N-F	منذ متى بدأت أنت و المحقق ( هاردي ) بالعلاقة الغير شرعية ؟	
B-18086	When did you become a gamer, old man?	متى اصبحت لاعبا ، ايها العجوز ؟	N-M	متى اصبحت لاعبة ، ايتها العجوز ؟	
B-18087	When did you become one of the bad guys, huh?	متى أصبحت من الأشرار ؟	N-B		
B-18088	When did you become such a diamond aficionado?	متى اصبحت من المعجبين بالماس ؟	N-B		
B-18089	When did you come home?	متى عدت للديار ؟	N-B		
B-18090	When did you come?	مرحبا اخي ، متى اتيت ؟	N-M	مرحبا اختي ، متى اتيت ؟	
B-18091	When did you draw this one?	متى رسمت هذه ؟	N-B		
B-18092	When did you get here?	متى وصلت ؟	N-B		
B-18093	When did you get here? Shh. Right.	حسنا حسنا . .	B-N		
B-18094	When did you get so serious?	متى أصبحت جادا ؟	N-M	متى أصبحت جادة ؟	
B-18095	When did you make this decision?	متى قمت بهذا القرار ؟	N-B		
B-18096	When did you pick up the gun for the first time?	متى حملت مسدس لأول مرة ؟	N-B		
B-18097	When did you say this was?	متى قلت حصل ذالك ؟	N-B		
B-18098	When did you say you came to Japan?	متى قلت بأنك جئت إلى اليابان ؟	N-B		
B-18099	When did you start?	متى بدأت أنت ؟	N-B		
B-18100	When did you suspect?	متى شككت بالأمر ؟	N-B		
B-18101	When did you take this, at Halloween?	- متى صورت هذه ؟ في العيد ؟	N-B		
B-18102	When do you anoint it?	متى ستقوم بدهانه ؟	N-M	متى ستقومين بدهانه ؟	
B-18103	When do you feel good about anything?	متى تشعر بالاطمئنان بشأن أي شيء ؟	N-M	متى تشعرين بالاطمئنان بشأن أي شيء ؟	
B-18104	When do you have time to watch TV?	متى يتاح لك الوقت لمشاهدة التلفزيون ؟	N-B		
B-18105	When do you leave?	متى سترحلين ؟	N-F	متى سترحل ؟	
B-18106	When do you think he'll really call?	اتعتقدين بانه سيتصل حقا ؟	N-F	اتعتقد بانه سيتصل حقا ؟	
B-18107	When do you want the balance?	متى تريد بقية المبلغ ؟	N-M	متى تريدين بقية المبلغ ؟	
B-18108	When he finds out you've killed him, you'll be a target.	عندما يكتشف أنك قتلته ستكون مستهدف	N-M	عندما يكتشف أنك قتلته ستكونين مستهدف	
B-18109	When he first got here, he was asking all around about you... showing that picture to everybody.	عندما وصل هنا ، بدأ في السؤال عنكي . . . وعرض صورتكي على الجميع .	N-F	عندما وصل هنا ، بدأ في السؤال عنك . . . وعرض صورتك على الجميع .	
B-18110	When he tells you where to make the drop, you keep it nice and slow.	عندما يخبرك أنك ستقوم بالتوصيل قم بالتمهل في الأمر	N-M	عندما يخبرك أنك ستقومين بالتوصيل قومي بالتمهل في الأمر	
B-18111	When is the last time that you've even seen Cole?	متى كانت آخر مرة رأيتيه بها ؟	N-F	متى كانت آخر مرة رأيته بها ؟	
B-18112	When is your work ending at the shop?	متى سينتهي عملك في المحل ؟	N-B		
B-18113	When it all comes back to you.	. عندما يعود كل شيء إليك	N-B		
B-18114	When it came to picking the killer, you picked the wrong guy.	عندما جاء وقت اختيارك للقاتل لقد اخترت الرجل الخطأ	N-B		
B-18115	When it looks like this, you can.	عندما يكون مظهرها هكذا . . نعم استطيع	B-N		
B-18116	When it opens on hers, it'll open on yours as well.	عند فتحه على راتبها ، انها سوف تفتح على يدكم كذلك .	N-M!	عند فتحه على راتبها ، انها سوف تفتح على يدكن كذلك .	
B-18117	When it's full, you'll get a special prize.	وحالما تمتلى الحقيبة فسيحصل على جائزة خاصة	N-N		
B-18118	When life gives you lemons, make lemonade.	عندما تعطيك الحياة ليمون قم بعمله عصير * تعبير يحث على التفاؤل *	N-M	عندما تعطيك الحياة ليمون قومي بعمله عصير * تعبير يحث على التفاؤل *	
B-18119	When one of your own is killed, agents lose their analytical skills.	عندما يقتل احدكم ، يفقد العملاء مهاراتهم التحليلية	N-M!	عندما تقتل احدكن ، يفقد العملاء مهاراتهم التحليلية	
B-18120	When school's over you come straight home.	عندما يزيد جئت المدرسة المنزل مباشرة .		HARD	Bad translation
B-18121	When she gave you her blessing?	- هل منحتك مباركتها ؟ - أجل يا سيدي .	N-B		
B-18122	When some wild-eyed maniac grabs your neck, taps the back of your head up against a barroom wall, he looks you crooked in the eye and asks you if you've paid your dues, you just stare that big sucker back in the eye,	عندما يمسك بعنقك مجنون غاضب طوله ثمانية أقدام ويدفع بمؤخرة رأسك إلى حائط الحانة وينحنى محدقا بعينيك ويسألك عما إذا دفعت ديونك	N-B		
B-18123	When something doesn't happen as you wish, you do this too.	عندما لا يحدث الشيء كما تريد ، أنت تعمل هذا أيضا	N-M	عندما لا يحدث الشيء كما تريد ، أنت تعملين هذا أيضا	
B-18124	When the call came from Mr Shayne's office to hire you it was like panicsville.	عندما جاءت المكالمة من مكتب السيد شاين لتوظيفك كان الامر كمدينة الذعر	N-B		
B-18125	When the doctor says your cancer's gone.	عندما يقول الطبيب أنك شفيت من السرطان	N-B		
B-18126	When the entire pile is over there, you take one rock at a time... and you move it back.	وعندما تنهي جميع الكومة . . . تحمل حجرا واحدا في كل مرة لتعيد نقله	N-M	وعندما تنهين جميع الكومة . . . تحملين حجرا واحدا في كل مرة لتعيدي نقله	
B-18127	When the son of the deposed King of Nigeria e- mails you directly asking for help, you help.	أتعلم يا ( توبي ) ؟ عندما يراسلك ابن الملك المخلوع ل ( نيجيريا ) مباشرة طلبا لمساعدتك تساعده	N-M	أتعلمين يا ( توبي ) ؟ عندما يراسلك ابن الملك المخلوع ل ( نيجيريا ) مباشرة طلبا لمساعدتك تساعدينه	
B-18128	When the sun rises, you should be good.	عندما تطلع الشمس ، ستكون بخير .	N-M	عندما تطلع الشمس ، ستكونين بخير .	
B-18129	When the world is burning down around you.	عندما يحترق العالم من حولك	N-B		
B-18130	When they find out your so-called victim fled Miami, you'll be reinstated.	وعندما يكتشفون أن ضحيتك المزعومة هربت من ( ميامي ) ، ستتم إعادتك لمركزك	N-B		
B-18131	When turning on your lights was a hard choice.	عندما كان إشعال أنوارك خيارا صعبا	N-B		
B-18132	When was the last time that happened to you, honestly?	بصراحة ، متى حدث هذا لك آخر مرة ؟	N-B		
B-18133	When was the last time that you saw Peter?	متى كانت آخر مرة رأيتي بها ( بيتر ) ؟	N-F	متى كانت آخر مرة رأيت بها ( بيتر ) ؟	
B-18134	When was the last time you checked?	ومتى كان ذلك ؟	N-N		
B-18135	When was the last time you even talked to kid?	متى كانت أخر مرة تحدثتي فيها مع صبي ؟	N-F	متى كانت أخر مرة تحدثت فيها مع صبي ؟	
B-18136	When was the last time you got a wax?	متى كانت آخر مرة قمتي بإزالة الشعر بالشمع ؟	N-F	متى كانت آخر مرة قمت بإزالة الشعر بالشمع ؟	
B-18137	When was the last time you had a good night's sleep?	متى كانت آخر مرة حظيت فيها بليلة نوم هانئة ؟	N-B		
B-18138	When was the last time you saw her?	 متى رأيتها آخر مرة ؟	N-B		
B-18139	When was the last time you saw her?	متى كانت المرة الأخيرة التي رأيتها فيها ؟	N-B		
B-18140	When was the last time you saw them?	متى كانت اخر مرة رأيتهم فيها ؟	N-B		
B-18141	When was the last time you shared anything with Warsaw?	متى كانت آخر مرة شاركت أي شيء مع ( وارسو ) [ عاصمة بولونيا ] ؟	N-B		
B-18142	When was the last time you slept?	متى كانت اخر مرة نمت بها ؟	N-B		
B-18143	When was your last contact with Tom Card?	متى كانت آخر مرة تواصلت مع توم كارد ؟	N-B		
B-18144	When we get back to Sedonia they gonna torture you.	عندما نعود الى " سيدونيا " سوفيعذبونك . .	B!-B		
B-18145	When we get excited, you can feel it.	يمكن أن تشعري بالإثارة تحسين بذلك	N-F	يمكن أن تشعر بالإثارة تحس بذلك	
B-18146	When we hear about all these people who... what are your thoughts on those people?	ارغب في سماع رائك حين علمت بالاشخاص الذين ارتكبو بعض العنف باسم الاسلام ما هو رايك في هؤلاء الناس ؟	B-B		
B-18147	When we learned your father had left you the company,	عندما علمنا أن أباك ترك لك الشركة	B!-B		
B-18148	When we leave you alone, we get the Taliban and 9-11.	عندما نترككم لوحدكم يأتوننا طالبان وهجمات 11 سبتمبر	B!-M!	عندما نترككم لوحدكن يأتوننا طالبان وهجمات 11 سبتمبر	
B-18149	When we open it, we will know if it implicates one of you, or both of you.	عندمانفتحها ، سنعرف اذا كان سيورط احدا منكم ، او كلاكما	B-S		
B-18150	When we talked, you didn't think this whole professional music thing was a good idea.	عندما تحدثنا ، أنت لم تظني أن موضوع إحتراف الموسيقى هذا أمر جيد		HARD	
B-18151	When were you a friend of Gwen's?	متى كنت صديقا ل ( غوين ) ؟	N-M	متى كنت صديقة ل ( غوين ) ؟	
B-18152	When will you grow up?	متى سوف تكبر ؟	N-M	متى سوف تكبرين ؟	
B-18153	When will you send it to the editor, so we can stay together? "...	متى سترسله للمحرر لنتمكن من أن نبقى معا ؟	B!-M	متى سترسلينه للمحرر لنتمكن من أن نبقى معا ؟	
B-18154	When you are down, your money is sad.	عندما كنت أسفل ، المال الخاص بك هو حزين .	N-B		Bad translation
B-18155	When you are so fond of saying the truth...	و أنت تسعدى بقول الحقيقه	N-F	و أنت تسعد بقول الحقيقه	تسعدى
B-18156	When you asked him about the afterlife, he smiled at us.	حينما سألنا عم سيحدث بعد ذلك إبتسمفيوجهنا !	B-S		إبتسمفيوجهنا
B-18157	When you believe in	عندما تأمن ب	N-M	عندما تؤمنين ب	
B-18158	When you came in here, you almost had a volume of 3.	عندما وصلت هنا كان مستواه ثلاثه	N-B		
B-18159	When you came in, you said something about a ghost.	عندما أتيت ، قلت شيئا عن شبح ما ؟	N-B		
B-18160	When you can hide it in a coffin?	بينما تستطيع إخفاؤه فى تابوت ؟	N-M	بينما تستطيعين إخفاؤه فى تابوت ؟	
B-18161	When you consider that Gobots and Transformers poll...	وعندما تضع في عين الاعتبار جميع الاحتمالات	N-M	وعندما تضعين في عين الاعتبار جميع الاحتمالات	
B-18162	When you could have saved her life by giving up and going home?	بينما كانت أمامك الفرصة لإنقاذها و العودة لمقركم ؟		HARD	
B-18163	When you couldn't find somebody in India..	عندما لم تجد شخصا ما في الهند	N-M	عندما لم تجدي شخصا ما في الهند	
B-18164	When you cracked that baddie over the head with the bottle, that was pretty hot.	عندما ضربتي ذاك الرجل السئ على رأسه بالزجاجة لقد كان هذا مثيرا للغاية	N-F	عندما ضربت ذاك الرجل السئ على رأسه بالزجاجة لقد كان هذا مثيرا للغاية	
